roommates,starting_budget_per_person,active_stock_bucket,decisions,mean_active_socks_per_person,greedy_focal_embarrassment_per_day,selected_focal_embarrassment_per_day,greedy_other_average_per_day,selected_other_average_per_day,margin_gain_per_day,focal_delta_per_day,other_delta_per_day,main_below_other_pct,selected_discards_pct,selected_closest_pair_pct,heldout_self_safe_pct,heldout_self_safe_and_others_worse_pct
6,$100,2-<4 socks/person,16,2.9479166666666665,16392.910714285714,18155.491071428572,19669.679464285713,21657.813392857144,225.55357142857144,1762.5803571428569,1988.133928571429,87.5,75.0,37.5,37.5,25.0
6,$100,4-<6 socks/person,79,5.156118143459913,299.25226039783,180.7965641952984,168.4119349005425,203.898191681736,153.94195298372514,-118.4556962025317,35.48625678119348,45.56962025316456,70.88607594936708,87.34177215189874,69.62025316455696,22.78481012658228
6,$100,6-<10 socks/person,101,7.712871287128703,2.110325318246111,2.2892503536067896,2.1094766619519087,2.1688826025459687,-0.11951909476661951,0.1789250353606789,0.0594059405940594,44.554455445544555,68.31683168316832,90.0990099009901,74.25742574257426,20.792079207920793
6,$100,<2 socks/person,15,1.077777777777778,43385.46666666666,41522.54761904762,49251.53523809524,50374.22666666666,2985.610476190476,-1862.9190476190474,1122.6914285714286,80.0,20.0,40.0,73.33333333333333,33.333333333333336
6,$25,2-<4 socks/person,14,3.095238095238095,14720.372448979595,16401.520408163266,16727.072448979594,18600.625510204078,192.40510204081667,1681.147959183674,1873.5530612244895,64.28571428571429,64.28571428571429,42.857142857142854,50.0,28.571428571428573
6,$25,4-<6 socks/person,61,5.155737704918029,3.4836065573770485,80.07377049180327,3.1667447306791563,18.544730679156917,-61.21217798594847,76.5901639344262,15.377985948477754,47.540983606557376,60.65573770491803,95.08196721311475,75.40983606557377,24.59016393442623
6,$25,6-<10 socks/person,78,7.519230769230774,2.982600732600733,2.7664835164835164,2.7005494505494503,2.775091575091576,0.2906593406593406,-0.21611721611721613,0.07454212454212457,51.282051282051285,62.82051282051282,94.87179487179488,76.92307692307692,19.23076923076923
6,$25,<2 socks/person,14,1.0952380952380953,39800.892857142855,41480.81632653061,48892.726530612235,49360.99285714286,-1211.6571428571435,1679.9234693877552,468.26632653061193,85.71428571428571,50.0,42.857142857142854,57.142857142857146,21.428571428571427
6,$300,2-<4 socks/person,8,3.270833333333334,11120.125,9955.214285714286,12174.375,13579.528571428571,2570.0642857142857,-1164.9107142857142,1405.1535714285715,87.5,75.0,50.0,87.5,75.0
6,$300,4-<6 socks/person,114,4.9488304093567255,1.479949874686717,42.54761904761905,1.4096491228070167,9.584962406015038,-32.89235588972431,41.067669172932334,8.17531328320802,40.35087719298246,78.94736842105263,94.73684210526316,78.94736842105263,19.29824561403509
6,$300,6-<10 socks/person,136,7.5637254901960755,1.440651260504202,1.509453781512606,1.2157563025210083,1.1221638655462183,-0.1623949579831933,0.06880252100840334,-0.0935924369747899,42.64705882352941,73.52941176470588,96.32352941176471,75.73529411764706,20.58823529411765
6,$300,<2 socks/person,2,1.5,4694.5,4694.5,44943.385714285716,44943.385714285716,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0
6,unlimited,2-<4 socks/person,4,3.7916666666666665,0.14285714285714285,0.0,0.17500000000000002,0.25,0.21785714285714286,-0.14285714285714285,0.07499999999999998,75.0,75.0,100.0,100.0,75.0
6,unlimited,4-<6 socks/person,130,4.829487179487179,0.12527472527472527,0.11043956043956042,0.10670329670329662,0.08428571428571424,-0.007582417582417581,-0.014835164835164838,-0.022417582417582422,37.69230769230769,69.23076923076923,100.0,89.23076923076923,17.692307692307693
6,unlimited,6-<10 socks/person,136,7.479166666666666,0.12342436974789912,0.11869747899159663,0.11869747899159663,0.12027310924369743,0.006302521008403357,-0.004726890756302524,0.0015756302521008458,40.44117647058823,77.94117647058823,100.0,88.23529411764706,20.58823529411765
